;User;Rule Name;Goal;ECA;Environment;Object/service;Functionality;Operator;Value;Next Operator;Context
243;12;Relax in casa;comfort/wellbeing;condizione;no;luce ;presenza;uguale;TRUE;And;
244;12;Relax in casa;comfort/wellbeing;condizione;no;posizione;posizione utente ;uguale;TRUE;And;
245;12;Relax in casa;comfort/wellbeing;azione;current room;avvolgibile;solleva / abbassa;uguale;TRUE;/;
246;12;Relax in casa;comfort/wellbeing;azione;current room;tenda ;apri/chiudi;uguale;                          CHIUSO;/;
247;12;Preallarme;security;evento;entrance;porta di casa ;apertura / chiusura;uguale;TRUE;And;
248;12;Preallarme;security;condizione;home;utente;rilevamento utente;uguale;TRUE;And;
249;12;Preallarme;security;azione;no;sms;invio;uguale;TRUE;/;
250;12;Preallarme;security;azione;no;preallarme;attiva/disattiva;uguale;TRUE;/;
251;12;Il caffè del mattino;comfort/health;evento;bedroom;sensore di presenza a letto;rilevazione utente ;uguale;TRUE;And;
252;12;Il caffè del mattino;comfort/health;condizione;no;ora;orario;tra;7:30-8:30;And;
253;12;Il caffè del mattino;comfort/health;condizione;no;smart watch;rilevazione battito cardiaco;tra;60-80;/;
254;12;Il caffè del mattino;comfort/health;azione;kitchen;macchina del caffè;accensione / spegnimento;uguale;TRUE;And;
255;12;Il caffè del mattino;comfort/health;azione;kitchen;avvolgibile;solleva / abbassa;uguale;TRUE;/;
256;13;Letto riscaldato;comfort;evento;no;data e ora;orario;uguale;20:00;/;
257;13;Letto riscaldato;comfort;azione;bedroom;scaldasonno;accensione;uguale;VERO;/;
258;13;Piante innaffiate;comfort;evento;garden;sensore;rilevatore movimento;NOT;VERO;/;
259;13;Piante innaffiate;comfort;azione;garden;irrigatore;accensione;uguale;ON;And;
260;13;Piante innaffiate;comfort;azione;no;telefono;invio notifica;uguale;"""Irrigatore attivato""";/;
261;13;Vapore in cucina;comfort;evento;kitchen;umidità;misuratore umidità;uguale;0,7;And;
262;13;Vapore in cucina;comfort;condizione;kitchen;finestra;apri/chiudi;uguale;        CHIUDI;/;
263;13;Vapore in cucina;comfort;azione;kitchen;vortice;accensione;uguale;ON;/;
264;13;Aria viziata;wellbeing;condizione;kitchen;pattumiera;rilevata piena;uguale;VERO;And;
265;13;Aria viziata;wellbeing;condizione;kitchen;finestra;apri/chiudi;uguale;CHIUDI;/;
266;13;Aria viziata;wellbeing;azione;home;profumatore ambiente;accensione;uguale;ON;And;
267;13;Aria viziata;wellbeing;azione;no;telefono;invio notifica;uguale;"""Urge buttare la spazzatura""";/;
268;13;Illuminazione crepuscolo;comfort/energy saving;evento;outside home;movimento;rilevato movimento;uguale;VERO;And;
269;13;Illuminazione crepuscolo;comfort/energy saving;condizione;no;data e ora ;orario;tra;18:00 - 19:00;/;
270;13;Illuminazione crepuscolo;comfort/energy saving;azione;outside home;contapassi;accensione;uguale;ON;And;
271;13;Illuminazione crepuscolo;comfort/energy saving;azione;veranda;luci;accensione;uguale;ON;/;
272;13;Pulizie settimanali;comfort/energy saving;evento;no;data e ora;orario;uguale;09:00;And;
273;13;Pulizie settimanali;comfort/energy saving;condizione;home;sensore movimento;presenza;uguale;FALSO;/;
274;13;Pulizie settimanali;comfort/energy saving;condizione;no;data e ora;tipo di giorno;uguale;festivo;And;
275;13;Pulizie settimanali;comfort/energy saving;azione;living room;robottino;accensione;uguale;ON;And;
276;13;Pulizie settimanali;comfort/energy saving;azione;dedicated room;lavatrice;accensione;uguale;ON;/;
277;14;Posta Ricevuta;comfort;condizione;outside home;sensore cassetta posta;rileva peso contenuto;Maggiore;0;;
278;14;Posta Ricevuta;comfort;azione;home;lampadina notifica;accensione;Uguale;ON;;
279;14;Allarme Gatto ;safety;condizione;home;videocamere;rileva presenza gatto;uguale;FALSE;;
280;14;Allarme Gatto ;safety;azione;no;collare gatto;avviso sonoro;uguale;ON;AND;
281;14;Allarme Gatto ;safety;azione;no;telefono;notifica;/;"""Posizione collare GPS""";;
282;14;Controllo Chiavi;comfort/safety;evento;home; porta ingresso;apri / chiudi (dall'interno);uguale;APRI;AND;
283;14;Controllo Chiavi;comfort/safety;condizione;no;lettore RFID porta;rileva portachiavi RFID;uguale;FALSE;;
284;14;Controllo Chiavi;comfort/safety;azione;home;citofono interno;notifica vocale;;"""Ricordati le chiavi!""";;
285;14;Annaffia piante casa;comfort;condizione;veranda;sensore umidità vaso;rileva umidità terreno;minore;0,6;AND;
286;14;Annaffia piante casa;comfort;condizione;no;data e ora;orario;tra;20:00 - 6:00;;
287;14;Annaffia piante casa;comfort;azione;veranda;lampada UV;accensione;uguale;OFF;AND;
288;14;Annaffia piante casa;comfort;azione;veranda;irrigatore automatico;accensione;uguale;ON;;
289;14;chiamata emergenza automatica;safety;evento;home;allarme antincendio;accensione;uguale;TRUE;OR;
290;14;chiamata emergenza automatica;safety;condizione;home;impianto elettrico;accensione;uguale;OFF;;
291;14;chiamata emergenza automatica;safety;azione;home;luci ausiliare;accensione;uguale;ON;AND;
292;14;chiamata emergenza automatica;safety;azione;no;telefono;avvia chiamata di emergenza;uguale;ON;;
293;14;Controllo perdite acqua;energy saving;evento;kitchen;rubinetto;aperto/chiuso;uguale;CHIUSO;AND;
294;14;Controllo perdite acqua;energy saving;condizione;home;rubinetti;aperti/chiusi;uguale;CHIUSI;AND;
295;14;Controllo perdite acqua;energy saving;condizione;home;contatore acqua;conteggio consumo;uguale;ON;;
296;14;Controllo perdite acqua;energy saving;azione;home;impianto idrico;chiuso/aperto;uguale;CHIUSO;AND;
297;14;Controllo perdite acqua;energy saving;azione;no;telefono;notifica;/;"""Rilevata possibile perdita!""";;
298;15;easy coffee;comfort;condizione ;no;data e ora ;orario ;uguale;08:00;;
299;15;easy coffee;comfort;azione;kitchen ;caffettiera ;accesa ;uguale;TRUE;;
300;15;Spia fornelli;safety;condizione;kitchen;fornello;acceso/spento ;uguale;acceso ;AND ;
301;15;Spia fornelli;safety;condizione;kitchen;sensore di movimento;presenza;uguale;FALSE;;
302;15;Spia fornelli;safety;azione;no;telefono;notifica;/;"""ATTENZIONE fornello acceso""";;
303;15;Spia fornelli;safety;azione;kitchen ;fornello ;acceso/ spento ;uguale;spento ;;
304;15;tepore post doccia ;comfort;evento  ;bathroom ;doccia ;accesa ;NOT;TRUE;;
305;15;tepore post doccia ;comfort;azione ;bedroom;stufa ;accesa/spenta;uguale ;accesa;;
306;15;tepore post doccia ;comfort;azione ;bedroom;stufa ;temperatura ;uguale;25°;;
307;15;smart T-paper ;comfort;evento;bathroom ;tavoletta wc ;su/giù ;uguale ;giù;AND;
308;15;smart T-paper ;comfort;condizione;bathroom ;carta igenica;full/empty ;uguale ;empty ;;
309;15;smart T-paper ;comfort;azione;bathroom ;speaker ;notifica ;/;"""carta finita""";;
310;15;Mantieni temperatura ;wellbeing/health;evento;living room;termometro camino;temperatura ;minore ;200° ;AND;
311;15;Mantieni temperatura ;wellbeing/health;condizione;no;meteo ;temperatura esterna ;minore ;15°;AND;
312;15;Mantieni temperatura ;wellbeing/health;condizione;home ;termometro casa;temperatura ;minore ;19°;;
313;15;Mantieni temperatura ;wellbeing/health;azione;no;telefono ;notifica;/;"""il camino sta per spengersi""";;
314;15;Mantieni temperatura ;wellbeing/health;azione ;home ;riscaldamento ;acceso/spento ;uguale ;acceso ;;
315;15;citofono smart ;security;evento;entrance;campanello ;suona;uguale ;TRUE;AND;
316;15;citofono smart ;security;condizione;home ;sensore di movimento ;presenza ;uguale ;FALSE;;
317;15;citofono smart ;security;azione;no;telefono ;notifica ;/ ;"""qualcuno sta suonado il campanello""";;
318;15;citofono smart ;security;azione;entrance;speaker campanello ;notifica ;;"""al momento nessuno può aprire""";;
319;16;Frigo aperto;energy saving;condizione;kitchen;frigorifero;Rileva apertura porta frigo;uguale;TRUE;;
320;16;Frigo aperto;energy saving;azione;no;cellulare;messaggio;/;"""Chiudi il frigo""";;
321;16;Persiane aperte;security;condizione;home;persiane;rilevare apertura persiane;uguale;FALSE;;Quando non c'è nessuno in casa
322;16;Persiane aperte;security;azione;home;Alexa;promemoria;uguale;"""Chiudi le persiane""";AND;Quando non c'è nessuno in casa
323;16;Persiane aperte;security;azione;home;allarme;avviso sonoro;uguale;ON;;Quando non c'è nessuno in casa
324;16;Condizionatore;safety;evento;home ;finestra (sensore);rileva vicinanza bambino;uguale;TRUE;AND;
325;16;Condizionatore;safety;condizione;home ;finestra;rileva apertura;uguale;TRUE;;
326;16;Condizionatore;safety;azione;home ;finestra;chiusura finestra;uguale;OFF;;
327;16;TV accesa;comfort;condizione;living room;TV;rileva accensione TV;uguale;ON;AND;
328;16;TV accesa;comfort;condizione;living room;orario;rileva orario;maggiore o uguale;>= 23:30;;
329;16;TV accesa;comfort;azione;living room;TV;spegni TV;uguale;OFF;AND;
330;16;TV accesa;comfort;azione;home;Alexa;messaggio vocale;/;"""Vai a dormire""";;
331;16;Ordini Amazon;comfort;evento;no;corriere;rileva vicinanza corriere;uguale;TRUE;AND;Quando c'è qualcuno in casa
332;16;Ordini Amazon;comfort;condizione;no;ordine;rileva ordine ;uguale;TRUE;;Quando c'è qualcuno in casa
333;16;Ordini Amazon;comfort;azione;outside home;cancello;apri cancello;uguale;ON;AND;Quando c'è qualcuno in casa
334;16;Ordini Amazon;comfort;azione;no;cellulare;invia messaggio;/;"""ordine in arrivo""";;Quando c'è qualcuno in casa
335;16;Spazio esterno;energy saving/comfort;evento;garden;sensore di movimento;rileva persone;uguale;FALSE;AND;Se non c'è nessuno in giardino
336;16;Spazio esterno;energy saving/comfort;condizione;no;stagione;stagione;uguale;TRUE;AND;Se non c'è nessuno in giardino
337;16;Spazio esterno;energy saving/comfort;condizione;garden;orario;orario;compreso;22:00- 00:00;;Se non c'è nessuno in giardino
338;16;Spazio esterno;energy saving/comfort;azione;garden;irrigatore;attiva l'irrigatore;uguale;ON;AND;Se non c'è nessuno in giardino
339;16;Spazio esterno;energy saving/comfort;azione;garden;luci;accendere le luci;uguale;ON;;Se non c'è nessuno in giardino
340;17;Stop musica;energy saving;condizione ;home;movimento;rilevato movimento;uguale;TRUE;AND;
341;17;Stop musica;energy saving;azione;home;infrarossi porta ;spegnimento;uguale;Porta chiusa;/;
342;17;Ciotola mai vuota;comfort/wellbeing;evento;no;Sensore di movimento;annusare;uguale;TRUE;NOT;
343;17;Ciotola mai vuota;comfort/wellbeing;condizione ;no;sensore di livello;livello ciotola;uguale;piena;And;
344;17;Ciotola mai vuota;comfort/wellbeing;condizione;no;ora;tipo di ora;uguale;selezione utente;;
345;17;Ciotola mai vuota;comfort/wellbeing;azione;no;ciotola;riempimento;uguale;MAX ;;
346;17;scale anziani;health/wellbeing;evento;home ;posizione ;posizione utente;uguale;montascale;and;
347;17;scale anziani;health/wellbeing;condizione;home ;rilevatore di pressione ;rilevamento pressione;uguale;TRUE;/;
348;17;scale anziani;health/wellbeing;Azione;no;montascale;notifica sonora;uguale;"""Salve""";and;
349;17;scale anziani;health/wellbeing;azione;home ;montascale;salita;uguale;TRUE;OR;
350;17;scale anziani;health/wellbeing;azione;home;montascale;discesa;uguale;TRUE;;
351;17;Butta rifiuti;comfort;condizione ;home ;rilevatore di livello;livello contenitore;uguale;pieno;And;
352;17;Butta rifiuti;comfort;condizione ;no;data;Giorno di raccolta;uguale;"""domani""";/;
353;17;Butta rifiuti;comfort;azione;no;cellulare;messaggio;uguale;data giorno successivo;And;
354;17;Butta rifiuti;comfort;azione;no;cellulare;notifica sonora;uguale;TRUE;;
355;17;agenda allenamenti;health/wellbeing;evento;home ;bilancia impedenziometrica;pesare ;uguale;TRUE;AND;
356;17;agenda allenamenti;health/wellbeing;condizione ;home ;salute;pesare ;minore di ;soglia;/;
357;17;agenda allenamenti;health/wellbeing;azione;no;cellulare;programma di allenamento;uguale;TRUE;and;
358;17;agenda allenamenti;health/wellbeing;azione ;no;cellulare;SMS;uguale;TRUE;and;
359;17;agenda allenamenti;health/wellbeing;azione ;no;cellulare;agenda allenamenti;uguale;TRUE;;
360;17;Benessere del neonato;safety/wellbeing;evento;kid room;sensore sonoro;rilevamento sonoro;uguale;TRUE;AND;
361;17;Benessere del neonato;safety/wellbeing;evento;kid room;termostato;rilevamento temperatura;minore di ;TRUE;and;
362;17;Benessere del neonato;safety/wellbeing;condizione ;kid room;temperatura notte;rilevamento temperatura;minore di ;18°;OR;
363;17;Benessere del neonato;safety/wellbeing;condizione ;kid room;temperatura giorno;rilevamento temperatura;minore di ;20°;and;
364;17;Benessere del neonato;safety/wellbeing;condizione ;kid room;neonato che piange;rilevamento pianto;uguale;TRUE;/;
365;17;Benessere del neonato;safety/wellbeing;azione ;kid room;termostato;regolazione termostato;maggiore di ;21°;AND;
366;17;Benessere del neonato;safety/wellbeing;azione ;kid room;giostra neonato;movimento giostra sonora;uguale ;TRUE;;
367;18;Sveglia;comfort;condizione;no;data e ora;orario;uguale;07:00;/;
368;18;Sveglia;comfort;azione;bedroom;sveglia;accensione;uguale;TRUE;;
369;18;Chiusura finestre e spegnimento;energy saving;condizione;home;presenza;rivelata presenza;uguale;FALSE;/;
370;18;Chiusura finestre e spegnimento;energy saving;azione;home;luce;accensione;uguale;FALSE;And;
371;18;Chiusura finestre e spegnimento;energy saving;azione;home;tapparella;apri/chiudi;uguale;CHIUDI;;
372;18; Accensione forno pranzo;comfort;evento;kitchen;movimento;rilevato movimento;uguale;TRUE;And;
373;18; Accensione forno pranzo;comfort;condizione;no;data e ora;orario;tra;12:00 -14:00;/;
374;18; Accensione forno pranzo;comfort;azione;kitchen;forno;accensione;uguale;TRUE;;
375;18;Accensione termosifoni sera;comfort/health;condizione;bedroom;data e ora;orario;tra;18:00 - 23:00;And;
376;18;Accensione termosifoni sera;comfort/health;condizione;bedroom;termostato;temperatura interna;minore di;17;/;
377;18;Accensione termosifoni sera;comfort/health;azione;bedroom;termosifone;accensione;uguale;TRUE;And;
378;18;Accensione termosifoni sera;comfort/health;azione;bedroom;luce;accensione;uguale;TRUE;;
379;18;Doccia mattino;comfort;condizione ;no;data e ora;orario;tra;7:00/8:00;And;
380;18;Doccia mattino;comfort;evento;bathroom;movimento;rilevato movimento;uguale;TRUE;/;
381;18;Doccia mattino;comfort;azione;bathroom;rubinetto vasca;apri/chiudi;uguale;APRI;And;
382;18;Doccia mattino;comfort;azione;bathroom;luce;accensione;uguale;TRUE;;
383;18;Cena inverno;comfort/health;evento;kitchen;movimento;rilevato movimento;uguale;TRUE;And;
384;18;Cena inverno;comfort/health;condizione;no;data e ora;orario;tra;20:00 - 23:00;And;
385;18;Cena inverno;comfort/health;condizione;kitchen;termostato;temperatura interna;minore di;17;/;
386;18;Cena inverno;comfort/health;azione;kitchen;forno;accensione;uguale;TRUE;And;
387;18;Cena inverno;comfort/health;azione;kitchen;termosifone;accensione;uguale;TRUE;And;
388;18;Cena inverno;comfort/health;azione;kitchen;luce;accensione;uguale ;TRUE;;
389;19;Serbatoio Pellet Vuoto;organizing/comfort;condizione;living room;sensore stufa a pellet;rileva peso ;minore;2;;Solo mesi invernali
390;19;Serbatoio Pellet Vuoto;organizing/comfort;azione;no;telefono;notifica;/;"""Serbatoio da ricaricare""";;Solo mesi invernali
391;19;Pressione Caldaia;safety;condizione;bathroom;caldaia;rileva pressione;NOT;;;
392;19;Pressione Caldaia;safety;azione;bathroom;caldaia;apertura del vaso di espansione;uguale;ON;;
393;19;Pressione Caldaia;safety;azione;living room;quadro elettrico;elettricità bagno;uguale;OFF;;
394;19;Prima lo Studio;organizing;evento;kid room;playstation;acceso / spento;uguale;ACCESO;AND;Periodo Scolastico
395;19;Prima lo Studio;organizing;condizione;no;orologio;rileva orario;tra;14:00/18:00;;Periodo Scolastico
396;19;Prima lo Studio;organizing;azione;kid room;Alexa;notifica vocale;;"""Sei sicur*? Fossi in te studierei prima...""";;Periodo Scolastico
397;19;Spillatore Birra Personale;comfort;condizione;kitchen;spillatore birra;rileva contenuto;minore;0,5;AND;
398;19;Spillatore Birra Personale;comfort;condizione;no;riserva birra;quantità;minore;2;;
399;19;Spillatore Birra Personale;comfort;azione;no;Google Home;"aggiungi a ""lista spesa""";/;"""Ricarica Birra""";AND;
400;19;Spillatore Birra Personale;comfort;azione;no;telefono;notifica;/;"""Aggiunta 'Ricarica Birra' alla lista della spesa di Google""";;
401;19;Ciotola Smart;comfort;evento;no;ciotola cibo cane;premi bottone cibo;uguale;ON;AND;
402;19;Ciotola Smart;comfort;condizione;no;ciotola cibo cane;contatore cibo;minore;3;;
403;19;Ciotola Smart;comfort;azione;no;altoparlate ciototla;notifica vocale;/;"""Bravo""";AND;
404;19;Ciotola Smart;comfort;azione;no;ciotola cibo cane;rilascia una porzione di cibo;uguale;ON;;
405;19;Garage Intelligente;organizing/comfort;evento;outside home;sensore di prossimità;rileva macchina;uguale;TRUE;AND;
406;19;Garage Intelligente;organizing/comfort;condizione;outside home;lettore infrarossi cancello;rileva segnale chiavi auto;uguale;TRUE;OR;
407;19;Garage Intelligente;organizing/comfort;condizione;outside home;telecamera intelligente cancello;lege targa;uguale;TRUE;;
408;19;Garage Intelligente;organizing/comfort;azione;garage;cancello;apri/chiudi;uguale;APRI;AND;
409;19;Garage Intelligente;organizing/comfort;azione;garage;luci;accendi;uguale;ON;;
410;20;1- Accensione cappa;comfort;evento;kitchen;movimento;rilevazione uso piano cottura;uguale;TRUE;WHILE;
411;20;1- Accensione cappa;comfort;azione;kitchen;aspirazione;attivazione cappa;uguale;TRUE;/;
412;20;2- Sveglia;wellbeing;evento;bedroom;sveglia;suonare;uguale;ON;/;
413;20;2- Sveglia;wellbeing;azione;bedroom;tapparelle;alzare;uguale;ON;AND;
414;20;2- Sveglia;wellbeing;azione;bedroom;illuminazione;accensione;uguale;ON;;
415;20;3-Umidificazione terreno;organizing/comfort;evento;living room;umidificatore;accensione;uguale;ON;And;
416;20;3-Umidificazione terreno;organizing/comfort;condizione;living room;umidificatore;rilevamento livello umiità;minore di ;20%;;
417;20;3-Umidificazione terreno;organizing/comfort;azione;living room;irrigazione piante vaso;accensione;uguale;ON;;
418;20;4- Cibo e acqua gatto;comfort/wellbeing;condizione;kitchen;sensore presenza;rilevamento presenza ;uguale;TRUE;And;
419;20;4- Cibo e acqua gatto;comfort/wellbeing;condizione ;kitchen;sensore cibo;presenza;uguale;FALSE;And;
420;20;4- Cibo e acqua gatto;comfort/wellbeing;condizione;kitchen;sensore acqua;presenza;uguale;FALSE;;
421;20;4- Cibo e acqua gatto;comfort/wellbeing;azione;kitchen;distributore cibo;accensione;uguale;ON;And;
422;20;4- Cibo e acqua gatto;comfort/wellbeing;azione;kitchen;fontanella acqua;accensione;uguale;ON;;
423;20;5- Rilevatore di fumo;comfort/health;evento;home;rilevatore di fumo;rilevamento fumo;uguale;TRUE;;
424;20;5- Rilevatore di fumo;comfort/health;condizione;home;finestre;chiusa;uguale;TRUE;;
425;20;5- Rilevatore di fumo;comfort/health;azione;home;finestre;aperta;uguale;TRUE;OR;
426;20;5- Rilevatore di fumo;comfort/health;azione;home;purificatore aria;accensione;uguale;ON;;
427;20;6- Spegnimento TV;comfort/energy saving;evento;outside home;utente;uscire;uguale;TRUE;And;
428;20;6- Spegnimento TV;comfort/energy saving;condizione;home;tv;accesa;uguale;TRUE;And;
429;20;6- Spegnimento TV;comfort/energy saving;condizione;home;rilevatore di movimento;rilevazione movimento;uguale;FALSE;;
430;20;6- Spegnimento TV;comfort/energy saving;azione;home;tv;spegnimento ;uguale;ON;;
431;20;6- Spegnimento TV;comfort/energy saving;azione;no;smart home;invio notifica;uguale;ON;;
432;21;Riempimento cesta;comfort;evento;bathroom;cesta delle robe sporche;rileva riempimento;uguale;pieno;/;
433;21;Riempimento cesta;comfort;azione;no;telefono;notifica;uguale;"""E' ora di fare la lavatrice""";/;
434;21;Videosorveglianza a distanza;security;evento;home;sensori di movimento;rilevamento;NOT;presenza persone;/;
435;21;Videosorveglianza a distanza;security;azione;home;videosorveglianza;ON/OFF;uguale;ON;AND;
436;21;Videosorveglianza a distanza;security;azione;home;allarme;ON/OFF notifica a distanza ;uguale;ON;;
437;21;Smart tv eco ;energy saving;evento ;living room;smart tv;ON/OFF;uguale;ON;AND;
438;21;Smart tv eco ;energy saving;condizione;living room;rilevamento sguardo;rileva;NOT +;15 min;/;
439;21;Smart tv eco ;energy saving;azione;living room;smart tv;ON/OFF;uguale;OFF;;
440;21;Purificazione aria;wellbeing/health;condizione;home;finestre;chiuse;maggiore di;24h;AND;
441;21;Purificazione aria;wellbeing/health;condizione;home;rilevamento ;presenza CO2;uguale;alta;/;
442;21;Purificazione aria;wellbeing/health;azione;home;finestre;apri/chiudi;uguale;apri;AND;
443;21;Purificazione aria;wellbeing/health;azione;home;purificatore d'aria;ON/OFF;uguale;ON;;
444;21;Cucina smart;energy saving/safety;condizione;kitchen;fornello;ON/OFF;uguale;ON;AND;
445;21;Cucina smart;energy saving/safety;evento;kitchen;(acqua in) pentola;ebollizione;uguale;TRUE;/;
446;21;Cucina smart;energy saving/safety;azione;kitchen;fornello;fiamma;uguale;bassa;;
447;21;Cucina smart;energy saving/safety;azione;current room;telefono; ricevi notifica;uguale;"""è ora di cuocere la pasta""";;
448;21;dispenser automatico;comfort;evento;bathroom;sensore dispenser sapone;rilevamento mani ;uguale;TRUE;AND;
449;21;dispenser automatico;comfort;condizione;bathroom;dispenser automatico; presenza sapone;uguale;NOT;/;
450;21;dispenser automatico;comfort;azione;bathroom;lucina dispenser;accensione;uguale;rossa;OR;
451;21;dispenser automatico;comfort;condizione;bathroom;dispenser automatico;presenza sapone;uguale;TRUE;;
452;21;dispenser automatico;comfort;azione;bathroom;lucina dispenser;accensione;uguale;verde;AND;
453;21;dispenser automatico;comfort;azione;bathroom;dispenser automatico;erogazione sapone;uguale;ON;;
454;22;POOL MANAGER;comfort;Condizione;no;Meteo ;Pioggia;uguale;TRUE;;
455;22;POOL MANAGER;comfort;Azione;garden;Piscina;apri / chiudi;uguale;CHIUSO ;;
456;22;SECURITY CHECK;security;Condizione;home ;Utente;Rilevamento utente ;uguale;FALSE;And;
457;22;SECURITY CHECK;security;Evento;home ;Finestre;apri / chiudi;uguale;CHIUSO;;
458;22;SECURITY CHECK;security;Evento;home ;Sistema allarme ;attiva / disattiva;uguale;ATTIVO ;;
459;22;HOME HEATING;comfort/wellbeing;Condizione;home ;Utente;Rilevamento utente;Uguale;TRUE;;
460;22;HOME HEATING;comfort/wellbeing;Evento;home ;Temperatura;Rilevamento ;Minore;12°;;
461;22;HOME HEATING;comfort/wellbeing;Azione;home ;Riscaldamento;Attivo / disattiva;Uguale;ATTIVO;;
462;22;TV SHOW ROUTINE ;comfort ;Condizione ;no;Data e ora;Giorno specifico;Uguale  ;TRUE ;And;
463;22;TV SHOW ROUTINE ;comfort ;Condizione ;no;Data e ora ;Orario;Uguale ;21:00;And;
464;22;TV SHOW ROUTINE ;comfort ;Azione ;living room;Televisione ;Accendi /spegni;Uguale  ;TRUE ;;
465;22;TV SHOW ROUTINE ;comfort ;Azione ;living room;Televisione ;Canale specifico ;Uguale ;TRUE ;;
466;22;FOOD TIMER;safety;Evento;bathroom;Utente ;Posizione utente;Uguale ;FALSE ;And;
467;22;FOOD TIMER;safety;Condizione;kitchen;Fornello ;Accendi /spegni;Uguale ;TRUE ;And;
468;22;FOOD TIMER;safety;Azione;home ;Alexa;Invia segnale sonoro;Uguale ;TRUE ;;
469;22;FOOD TIMER;safety;Azione;kitchen;Fornello ;Accendi/ spegni;Uguale ;FALSE ;;
470;22;THINGS TO DO ;comfort ;Evento;bedroom;Data e ora ;Orario ;Uguale ;07:00;And;
471;22;THINGS TO DO ;comfort ;Condizione;no;Data e ora ;Giorno ;Tra;Lunedì - Venerdì;And;
472;22;THINGS TO DO ;comfort ;Condizione;no;Utente ;Posizione utente;Uguale;TRUE;;
473;22;THINGS TO DO ;comfort ;Azione;no;Sveglia;Attiva /disattiva;Uguale ;TRUE;;
474;22;THINGS TO DO ;comfort ;Azione;home ;Alexa;Invia messaggio;Uguale ;TRUE ;;
475;23;Tapparelle in posizione di sicurezza;safety;evento;no;meteo;pioggia;uguale;TRUE;;quando piove
476;23;Tapparelle in posizione di sicurezza;safety;azione;home;tapparella;imposta posizione di sicurezza;uguale;TRUE;;quando piove
477;23;Sicurezza fuori casa;security/safety;evento;no;posizione;posizione utente;uguale;non in casa;;
478;23;Sicurezza fuori casa;security/safety;azione;home;sistemi di antitrusione;attivazione;uguale;TRUE;And ;
479;23;Sicurezza fuori casa;security/safety;azione;entrance;serratura;apri/chiudi;uguale;Chiudi;And ;
480;23;Sicurezza fuori casa;security/safety;azione;home;Acqua e gas;apri/chiudi;uguale;Chiudi;;
481;23;Illuminazione esterna;comfort;evento;no;posizione;posizione utente;uguale;giardino;And;
482;23;Illuminazione esterna;comfort;condizione;no;data e ora;orario;tra;19:00 - 05:00;;
483;23;Illuminazione esterna;comfort;azione;garden;illuminazione esterna;accensione;uguale;TRUE;;
484;23;Modalità film;comfort/energy saving;condizione;no;utente;rilevata attività;uguale;Visione film in televisione;And;
485;23;Modalità film;comfort/energy saving;condizione;no;Data e ora;orario;tra;21:00 e 04:00;;
486;23;Modalità film;comfort/energy saving;azione;dedicated room;Luce;accendi/spegni;uguale;spegni;And;
487;23;Modalità film;comfort/energy saving;azione;dedicated room;Lampada;accendi/spegni;uguale;accendi;And;
488;23;Modalità film;comfort/energy saving;azione;dedicated room;impianto audio;imposta modalità;uguale;"""Home Theater""";;
489;23;Borraccia wireless;wellbeing;evento;no;Data e ora;orario;uguale;0,75;And;sempre
490;23;Borraccia wireless;wellbeing;condizione;no;Borraccia;rilevata quantità di acqua;maggiore;metà;;sempre
