;User;Rule Name;Goal;ECA;Environment;Object/service;Functionality;Operator;Value;Next Operator;Context
491;23;Borraccia wireless;wellbeing;azione;no;telefono utente;promemoria;/;"""Ricordati di bere""";And;sempre
492;23;Borraccia wireless;wellbeing;azione;no;spia rossa lampeggiante;accensione;uguale;TRUE;And;sempre
493;23;Borraccia wireless;wellbeing;azione;no;Segnale acustico;accensione;uguale;TRUE;;sempre
494;23;Cena in famiglia;social/comfort;evento;living room;movimento;rilevato movimento;uguale;TRUE;And;cena programmata
495;23;Cena in famiglia;social/comfort;condizione;no;Calendario;Evento programmato oggi;uguale;"""Cena in famiglia""";And;cena programmata
496;23;Cena in famiglia;social/comfort;condizione;no;Data e ora;data e ora;uguale;Oggi tra le 20:00 e le 24:00;;cena programmata
497;23;Cena in famiglia;social/comfort;azione;living room;Luci;Accensione luci soffuse;uguale;TRUE;And;cena programmata
498;23;Cena in famiglia;social/comfort;azione;living room;Musica;Avvio playlist sottofondo;uguale;TRUE;And;cena programmata
499;23;Cena in famiglia;social/comfort;azione;living room;Aspiratore aria;Attivazione;uguale;TRUE;;cena programmata
500;24;Avviso acqua;wellbeing;Condizione;kitchen;Dispenser dacqua;Rilevato peso;minore;80 grammi;;
501;24;Avviso acqua;wellbeing;Azione;kitchen;Schermo frigo;Avviso;uguale;Acqua in esaurimento;;
502;24;Non far abbaiare i cani;comfort;condizione;home;Sensore abitanti;Presenza;uguale;FALSE;;
503;24;Non far abbaiare i cani;comfort;azione;no;Citofono;Volume;uguale;0;And;
504;24;Non far abbaiare i cani;comfort;azione;no;Telefono;Volume;uguale;0;;
505;24;Trova telecomando;comfort;evento;living room;Microfono;Rilevato input vocale;uguale;Dovè il telecomando?;And;
506;24;Trova telecomando;comfort;condizione;no;Sensore abitanti;Presenza;uguale;TRUE;;
507;24;Trova telecomando;comfort;azione;no;Telecomando;Segnale sonoro;uguale;TRUE;;
508;24;Sveglia figlio;comfort;Condizione;no;Calendario;Tipo di giorno;uguale;Feriale;And;
509;24;Sveglia figlio;comfort;Condizione;no;Orario;Tipo di ora;uguale;07:00;;
510;24;Sveglia figlio;comfort;azione;kid room;Alexa;Canzone Amazon Music;uguale;What a Wonderful World;And;
511;24;Sveglia figlio;comfort;azione;kid room;Tapparelle;Apertura;uguale;TRUE;;
512;24;Rientro tardi;safety;evento;living room;Porta;Rilevazione apertura;uguale;TRUE;And;
513;24;Rientro tardi;safety;condizione;no;Orario;Tipo di ora;tra;23:00 - 6:99;;
514;24;Rientro tardi;safety;azione;living room;Luci;Attivazione soffusa;uguale;TRUE;;
515;24;Rientro tardi;safety;azione;no;Alexa;Invia SMS a Mamma;uguale;Sono a a casa, scusa il ritardo!;And;
516;24;Party estivo;social;Evento;home;Microfono;Rilevato input vocale;uguale;Party in veranda!;And;
517;24;Party estivo;social;condizione;no;Calendario;Giorno;tra;21/06 - 22/09;And;
518;24;Party estivo;social;condizione;no;Orario;Ora rilevata;tra;19:00 - 01:00;And;
519;24;Party estivo;social;condizione;no;Meteo;Pioggia;uguale;FALSE;;
520;24;Party estivo;social;azione;veranda;Luci;Accensione;uguale;TRUE;;
521;24;Party estivo;social;azione;veranda;Playlist;Accensione;uguale;TRUE;;
522;25;Caffè al risveglio;comfort;evento;bedroom;materasso smart;rilevazione variazione peso;uguale;TRUE;;
523;25;Caffè al risveglio;comfort;azione;kitchen;macchinetta del caffè;prepara caffè;uguale;TRUE;;
524;25;Cambio illuminazione;comfort;evento;outside home;telecamera;rilevazione luce esterna (1-5);NOT;3, 4, 5;;
525;25;Cambio illuminazione;comfort;azione;living room;lampada;accensione/spegnimento;uguale;ACCENDI;AND;
526;25;Cambio illuminazione;comfort;azione;home;tapparelle;apertura/chiusura;uguale;CHIUDI;;
527;25;Pet door;comfort/safety;evento;garden;microfono sulla porta;rilevazione suoni (verso di cane/gatto);uguale;TRUE;;
528;25;Pet door;comfort/safety;condizione;outside home;termometro;rilevazione temperatura;minore;13°C;;
529;25;Pet door;comfort/safety;azione;entrance;pet door;apertura/chiusura;uguale;APRI;;
530;25;Pulizia automatica;comfort;condizione;no;posizione;posizione utente;NOT;casa;AND;
531;25;Pulizia automatica;comfort;condizione;no;data e ora;lunedì, mercoledì, venerdì;uguale;TRUE;;
532;25;Pulizia automatica;comfort;azione;home;roomba;accensione/spegnimento;uguale;ACCENDI;AND;
533;25;Pulizia automatica;comfort;azione;home;profumatore dell'aria;accensione/spegnimento;uguale;ACCENDI;;
534;25;Chiusura di sicurezza;security;evento;no;data e ora;tipo di giorno, orario;uguale;giorno feriale, 23:00;OR;
535;25;Chiusura di sicurezza;security;evento;no;data e ora;tipo di giorno, orario;uguale;giorno festivo, 2:00;;
536;25;Chiusura di sicurezza;security;condizione;no;posizione;posizione utente;NOT;casa;;
537;25;Chiusura di sicurezza;security;azione;home;luce;accensione/spegnimento;uguale;SPEGNI;AND;
538;25;Chiusura di sicurezza;security;azione;home;finestre;apertura/chiusura con lock;uguale;CHIUDI;AND;
539;25;Chiusura di sicurezza;security;azione;entrance;porta;apertura/chiusura con lock;uguale;CHIUDI;;
540;25;Dispensa Intelligente;comfort;evento;dedicated room;numero oggetti;rilevazione numero oggetti per tipo;minore di;2;;
541;25;Dispensa Intelligente;comfort;condizione;no;profilo Amazon;ordini Amazon;uguale;NONE;AND;
542;25;Dispensa Intelligente;comfort;condizione;no;profilo bancario;lettura estratto conto mensile;minore di;300;;
543;25;Dispensa Intelligente;comfort;azione;no;profilo Amazon;ordina prodotti mancanti;uguale;TRUE;AND;
544;25;Dispensa Intelligente;comfort;azione;no;telefono;notifica;/;"""Il prodotto x è stato ordinato su Amazon tramite Dispensa Intelligente""";;
545;26;Doccia superiore ai 10 minuti;energy saving;evento;bathroom;Doccia;Utilizzo dell'acqua  per più di 10 minuti;Uguale;Vero ;;Quando l'utente si fa la doccia
546;26;Doccia superiore ai 10 minuti;energy saving;azione;bathroom;Getto della doccia;Acqua congelata;Uguale;Vero ;;Quando l'utente si fa la doccia
547;26;Riordinare i giochi in camera ;organizing;evento;kid room;Giochi;Giochi non riordinati;Uguale;Vero ;;Quando Anna utilizza i giocattoli
548;26;Riordinare i giochi in camera ;organizing;azione;kid room;Mobile dei giochi;Apri il mobile dei giochi;Uguale;Vero ;and;Quando Anna utilizza i giocattoli
549;26;Riordinare i giochi in camera ;organizing;azione;kid room;Musica;Accendi la musica;Uguale;Vero ;;Quando Anna utilizza i giocattoli
550;26;Problemi respiratori;health;evento;bedroom;Withings sensore letto;Withings  indica unalta intensità dei disturbi respiratori;Uguale;Vero ;and;Problemi respiratori mentre si è a letto
551;26;Problemi respiratori;health;condizione;home;Sensori di rilevamento;Utente a casa da solo;Uguale;Vero ;do;Problemi respiratori mentre si è a letto
552;26;Problemi respiratori;health;azione;home;Cellulare;Chiama il 118 indicando il problema e  la posizione;Uguale;"""Membro della famiglia con problemi respiratori,la posizione di casa è ..""";;Problemi respiratori mentre si è a letto
553;26;Attività di casa da svolgere;organizing;condizione;home;Ora;Se sono passate le 18;Uguale;Vero ;and if;Casa ordinata e pulita
554;26;Attività di casa da svolgere;organizing;condizione;home;Lista delle attività da svolgere;Se ci sono ancora attività da svolgere;Uguale;Vero ;do;Casa ordinata e pulita
555;26;Attività di casa da svolgere;organizing;azione;home;Alexa notifiche;Alexa invia le attività mancanti ai membri della famiglia;Uguale;"""Ecco l'elenco delle attività mancanti:..""";then do;Casa ordinata e pulita
556;26;Attività di casa da svolgere;organizing;azione;home;Lista delle attività da svolgere;Alexa elimina  le attività una volta eseguite;Uguale;Vero ;;Casa ordinata e pulita
557;26;Togliersi le scarpe entrati in casa;comfort;evento;entrance;Porta;L'utente entra a casa;Uguale;Vero ;if;
558;26;Togliersi le scarpe entrati in casa;comfort;condizione;entrance;Scarpe;Indossa le scarpe;Uguale;Vero ;do;
559;26;Togliersi le scarpe entrati in casa;comfort;azione;entrance;Alexa;Alexa fa partire la suoneria d'avviso;Uguale;Vero ;and;
560;26;Togliersi le scarpe entrati in casa;comfort;azione;entrance;Luce;Si illumina la luce della cassettiera delle scarpe;Uguale;Vero ;;
561;26;Fare i compiti e spegnere i videogiochi;organizing;evento;kid room;Orario;Sono le 15:00;Uguale;Vero ;if;
562;26;Fare i compiti e spegnere i videogiochi;organizing;condizione;kid room;Videogame;Marco sta giocando con i videogame;Uguale;Vero ;and if;
563;26;Fare i compiti e spegnere i videogiochi;organizing;condizione;kid room;Calendario scolastico;E' un giorno scolastico;Uguale;Vero ;do;
564;26;Fare i compiti e spegnere i videogiochi;organizing;azione;kid room;PlayStation;Spegni la PlayStation;Uguale;Vero ;do;
565;26;Fare i compiti e spegnere i videogiochi;organizing;azione;kid room;Luce della scrivania;Accendi la luce della scrivania;Uguale;Vero ;;
566;27;Predisponi forno;organizing;Evento;no;Data e ora;Orario;Uguale;19:45;;
567;27;Predisponi forno;organizing;Azione;kitchen;Forno;Accendi/Spengi;Uguale;ACCENDI (180°);;
568;27;Attivazione allarme;security;Condizione;no;Posizione;Posizione utente;Not;Casa;;
569;27;Attivazione allarme;security;Azione;no;Allarme;Attivo/Spento;Uguale;ATTIVO;and;
570;27;Attivazione allarme;security;Azione;no;Telefono;Messaggio;/;"""Allarme attivo""";;
571;27;Nutrire il cane;comfort;Evento;kitchen;Porta;Entra/Esce;Uguale;ENTRA (piccola taglia);and;
572;27;Nutrire il cane;comfort;Condizione;no;Data e ora;Oario;Tra;12:45-13:00 or 19:45-20:00;;
573;27;Nutrire il cane;comfort;Azione;kitchen;Distributore croccantini;Erogare porzione;Uguale;TRUE;;
574;27;Calmare i nervi;comfort/health;Condizione;no;Smartwatch;Battito cardiaco;Maggiore di;100;and;
575;27;Calmare i nervi;comfort/health;Condizione;no;Smartwatch;Monitoraggio sonno;Minore di;5;;
576;27;Calmare i nervi;comfort/health;Azione;home;Luci;Regola intensità;Uguale;SOFFUSA;and;
577;27;Calmare i nervi;comfort/health;Azione;living room;Stereo;Accendi/Spengi;Uguale;ACCENDI (musica rilassante);;
578;27;Saluto ai nonni;social/safety;Evento;no;Data e ora;Orario;Uguale;0,875;and;
579;27;Saluto ai nonni;social/safety;Condizione;no;Telefono;Registro chiamate;Not;CASA NONNI;;
580;27;Saluto ai nonni;social/safety;Azione;no;Telefono;Messaggio a;Uguale;"NONNO CELLULARE (""Come state?"")";and (dopo 5 minuti);
581;27;Saluto ai nonni;social/safety;Azione;living room;Televisione;Accendi/Spengi;Uguale;SPENGI;and;
582;27;Saluto ai nonni;social/safety;Azione;no;Telefono;Chiamata a;Uguale;CASA NONNI;;
583;27;Vasca pronta;energy saving;Evento;bathroom;Vasca da bagno;Utente apre/chiude rubinetto;Uguale;APRE;and;
584;27;Vasca pronta;energy saving;Condizione;bathroom;Vasca da bagno;Riempimento;Uguale;PIENA;and;
585;27;Vasca pronta;energy saving;Condizione;no;Posizione;Posizione utente;Not in;Bagno;;
586;27;Vasca pronta;energy saving;Azione;bathroom;Vasca da bagno;Apri/chiudi rubinetto;Uguale;CHIUDI;and;
587;27;Vasca pronta;energy saving;Azione;home;Alexa;Notifica vocale;/;"""Vasca piena!""";;
588;28;Macchina del caffè ;comfort;Condizione;kitchen;Acqua ;Rilevato livello;Minore;50cl;/;
589;28;Macchina del caffè ;comfort;Azione;kitchen;Spia;Accensione;Uguale ;TRUE;;
590;28;Risparmio Bagno ;energy saving;Condizione;bathroom ;Assenza movimento;Durata;Maggiore;10 minuti;;
591;28;Risparmio Bagno ;energy saving;Azione;bathroom ;Ventola;Accensione;Uguale ;OFF;And;
592;28;Risparmio Bagno ;energy saving;Azione;bathroom ;Caldaia ;Accensione;Uguale ;OFF;;
593;28;Luci scale esterne ;comfort ;Condizione;no;Ora;Orario;Tra;18 - 05H;And;
594;28;Luci scale esterne ;comfort ;Evento;garden;Peso;Rilevato peso ;Maggiore;10kg;;
595;28;Luci scale esterne ;comfort ;Azione;garden;Luce;Accensione;Uguale;TRUE;;
596;28;Irrigazione ;comfort ;Condizione ;no;Meteo ;Pioggia ;Uguale  ;FALSE;And;
597;28;Irrigazione ;comfort ;Condizione ;garden ;Acqua ;Rilevato livello ;Minore ;2cl ;;
598;28;Irrigazione ;comfort ;Azione ;garden ;Irrigatori ;Accensione;Uguale  ;TRUE;And;
599;28;Irrigazione ;comfort ;Azione ;no;Telefono ;Notifica ;/ ;"""Attenzione irrigatori giardino in azione""";;
600;28;Contro i cattivi odori ;comfort;Evento;kitchen;Fumo ;Rilevato Fumo ;Uguale ;TRUE;And;
601;28;Contro i cattivi odori ;comfort;Condizione;kitchen;Piano ad induzione;Accensione;Uguale ;TRUE;;
602;28;Contro i cattivi odori ;comfort;Azione;kitchen;Cappa di aspirazione;Accensione;Uguale ;TRUE;And;
603;28;Contro i cattivi odori ;comfort;Azione;home ;Profumatore ;Accensione;Uguale ;TRUE;;
604;28;Scaldasonno ;comfort ;Evento;living room;Peso;Rileva peso ;Maggiore ;20kg ;And;
605;28;Scaldasonno ;comfort ;Condizione;no;Data e ora ;Orario ;Uguale ;24H;And;
606;28;Scaldasonno ;comfort ;Condizione;no;Temperatura ;Rileva temperatura;Minore o Uguale;5gradi ;;
607;28;Scaldasonno ;comfort ;Azione;no;Sveglia;Accensione;Uguale ;ON;And;
608;28;Scaldasonno ;comfort ;Azione;bedroom;Scaldasonno;Accensione;Uguale ;ON ;;
609;29;Sveglia;comfort;Evento;bedroom;Sveglia;Suona;uguale;TRUE;;
610;29;Sveglia;comfort;Azione;bedroom;Letto;Schienale;uguale;UP;;
611;29;Sveglia rinforzata;comfort;Evento;bedroom;Sensore Letto;Rilevazione peso;not minore;SOGLIA PREIMPOSTATA;ciclico(ogni 5 minuti c'è controllo);
612;29;Sveglia rinforzata;comfort;Azione;bedroom;Sveglia;Suona;ogni;5minuti;and;
613;29;Sveglia rinforzata;comfort;Azione;bedroom;Letto;Vibrazione;uguale;ON;;
614;29;Reset schienale;comfort;Evento;bedroom;Sensore Letto;Rilevazione peso;minore ;SOGLIA PREIMPOSTATA;and;
615;29;Reset schienale;comfort;Condizione;bedroom;Letto;Schienale;uguale;UP;;
616;29;Reset schienale;comfort;Azione;bedroom;Letto;Schienale;uguale;DOWN;;
617;29;Auto-disattivazione;comfort;Condizione;bedroom;Sveglia;Impostata;uguale;TRUE;and;
618;29;Auto-disattivazione;comfort;Condizione;bedroom;Sensore Letto;Rilevazione peso;minore;SOGLIA PREIMPOSTATA;;
619;29;Auto-disattivazione;comfort;Azione;bedroom;Sveglia;Accensione;uguale;OFF;;
620;29;Riscaldamento;wellbeing;Evento;bedroom;Ora;Ora sveglia;uguale;ORA SVEGLIA - 10 MINUTI;and;
621;29;Riscaldamento;wellbeing;Condizione;bedroom;Sensore Letto;Rilevazione peso;maggiore;SOGLIA PREIMPOSTATA;;
622;29;Riscaldamento;wellbeing;Azione;bedroom;Condizionatore;Accensione;uguale;ON;while(t<T);
623;29;Riscaldamento;wellbeing;Azione;bedroom;Condizionatore;Accensione;uguale;OFF;;
624;29;Annulla;comfort;Evento;bedroom;Ora;Ora sveglia;uguale;ORA SVEGLIA + 30 MINUTI;and;
625;29;Annulla;comfort;Condizione;bedroom;Sensore Letto;Rilevazione peso;maggiore;SOGLIA PREIMPOSTATA;and;
626;29;Annulla;comfort;Condizione;bedroom;Letto;Schienale;uguale;UP;;
627;29;Annulla;comfort;Azione;bedroom;Sveglia;Sveglia;uguale;ON;and;
628;29;Annulla;comfort;Azione;bedroom;Condizionatore;Condizionatore;uguale;OFF;and;
629;29;Annulla;comfort;Azione;bedroom;Letto;Schienale;uguale;DOWN;;
630;30;Riposo bambino;wellbeing;Evento;kid room;Sensore del rumore;Rilevazione;Uguale;TRUE;AND;
631;30;Riposo bambino;wellbeing;Azione;kid room;Culla;Movimento;Uguale;TRUE;/;
632;30;Piastra accesa;safety;Evento;bathroom;Sensore del calore;Rilevazione calore anomalo;Uguale;TRUE;AND;
633;30;Piastra accesa;safety;Azione;no;Piastra;Disattivazione corrente;Uguale;TRUE;AND;
634;30;Piastra accesa;safety;Azione;no;Telefono;Notifica;Uguale;Hai dimenticato la piastra accesa;;
635;30;Frigo vuoto;organizing;Evento;kitchen;Frigorifero;Rileva mancanza prodotti;Uguale;TRUE;;
636;30;Frigo vuoto;organizing;Evento;home;Sensore di movimento;Rileva assenza utente;Uguale;TRUE;AND;
637;30;Frigo vuoto;organizing;Azione;outside home;Telefono;Notifica;Uguale;Vai a fare la spesa;;
638;30;Cinema a casa;comfort;Condizione;living room;Orario;Orario;Uguale;21:00;AND;
639;30;Cinema a casa;comfort;Condizione;living room;Smart TV;Visione film;Uguale;TRUE;AND;
640;30;Cinema a casa;comfort;Azione;living room;Volume;Regolazione audio;Uguale;Volume home theatre;AND;
641;30;Cinema a casa;comfort;Azione;living room;Tapparelle;Chiusura;Uguale;Atmosfera soffusa;/;
642;30;Medico a distanza;health;Evento;home;Sensore di movimento;Presenza utente;Uguale;TRUE;/;
643;30;Medico a distanza;health;Condizione;no;sensore Smart Watch ;Rilevazione temperatura;Maggiore o uguale di;37° C;AND;
644;30;Medico a distanza;health;Azione;no;Telefono;Invia SMS;Uguale;Contattare il medico;AND;
645;30;Medico a distanza;health;Azione;no;Telefono;Invia SMS;Uguale;Comunicare con farmacia;/;
646;30;Festa in giardino;social;Evento;home;Festa;Organizzazione;/;;/;
647;30;Festa in giardino;social;Condizione;garden;Data e ora;Orario;Uguale;20:00;AND;
648;30;Festa in giardino;social;Condizione;garden;Cancello;Arrivo ospiti;Uguale;TRUE;AND;
649;30;Festa in giardino;social;Azione;garden;Luci;Accesione;Uguale;TRUE;AND;
650;30;Festa in giardino;social;Azione;garden;Musica;Avvio;Uguale;TRUE;/;
651;31;TEMPERATURA BAGNO;comfort;evento;bedroom;ora;orario;uguale;07:00;/;Ogni mattina
652;31;TEMPERATURA BAGNO;comfort;azione;bathroom;riscaldamento;impostare una temperatura;uguale;22° C;/;Ogni mattina
653;31;SVEGLIA;comfort;evento;bedroom;sveglia;accensione;uguale;ON;/;Ogni mattina in cui è impostata una sveglia
654;31;SVEGLIA;comfort;azione;bedroom;luce;accensione;sempre maggiore;ON;And;Ogni mattina in cui è impostata una sveglia
655;31;SVEGLIA;comfort;azione;bedroom;tapparelle;apri/chiudi;sempre maggiore;APRI;/;Ogni mattina in cui è impostata una sveglia
656;31;PULIZIA;comfort/wellbeing;condizione;home;sensori di presenza;rilevamento presenza;uguale;FALSE;and;Sempre
657;31;PULIZIA;comfort/wellbeing;evento;entrance;porta;apri/chiudi;uguale;CHIUSO;/;Sempre
658;31;PULIZIA;comfort/wellbeing;azione;no;robot domestico;pulizia;uguale;ON;/;Sempre
659;31;SICUREZZA;security;condizione;home;sensore di presenza;rilevamento presenza;uguale;FALSE;and;Sempre
660;31;SICUREZZA;security;condizione;home;luce;accensione;uguale;OFF;/;Sempre
661;31;SICUREZZA;security;azione;home;antifurto;accensione;uguale;ON;and;Sempre
662;31;SICUREZZA;security;azione;home;finestre;apri/chiudi;uguale;CHIUSO;/;Sempre
663;31;RELAX;comfort;evento;living room;televisione;accensione;uguale;ON;and;Sempre
664;31;RELAX;comfort;condizione;living room;sensore del divano;presenza;uguale;TRUE;/;Sempre
665;31;RELAX;comfort;azione;living room;luminosità della televisione;modulabilità;adattabile;ON;and;Sempre
666;31;RELAX;comfort;azione;living room;cellulare;"""non disturbare""";uguale;ON;/;Sempre
667;31;INTRATTENIMENTO;comfort;evento;bathroom;movimento;rilevato movimento;uguale;TRUE;and;Ogni mattina
668;31;INTRATTENIMENTO;comfort;condizione;bathroom;ora;orario;minore di;11:00;and;Ogni mattina
669;31;INTRATTENIMENTO;comfort;condizione;bathroom;ora;intervallo trascorso;maggiore di;5 minuti;/;Ogni mattina
670;31;INTRATTENIMENTO;comfort;azione;bathroom;ventilazione;accensione;uguale;ON;and;Ogni mattina
671;31;INTRATTENIMENTO;comfort;azione;bathroom;alexa;notifiche vocali;/;meteo e notizie;/;Ogni mattina
672;32;Pulizia automatica;comfort;evento;kitchen;sensori di movimento;rilevato movimento da cucina a esterno;uguale;TRUE;/;
673;32;Pulizia automatica;comfort;azione;kitchen;Roomba;accensione;uguale;TRUE;/;
674;32;Antincendio;safety;evento;kitchen;sensori di movimento;rilevazione;not;presenza;;
675;32;Antincendio;safety;azione;kitchen;sensori antincendio;attivazione;uguale;TRUE;And;
676;32;Antincendio;safety;azione;kitchen;piastre;attivazione;uguale;OFF;;
677;32;Dragon Ball;comfort;evento;living room;posizione ;posizione utente;uguale;salotto;And;
678;32;Dragon Ball;comfort;condizione;living room;data e ora;orario;uguale;14:00;;
679;32;Dragon Ball;comfort;azione;living room;smart tv;accensione sul canale;uguale;TRUE;;
680;32;Sonno immediato;wellbeing/energy saving;condizione;bedroom;sensore del letto;presenza utente;uguale;TRUE;And;
681;32;Sonno immediato;wellbeing/energy saving;condizione;bedroom;telefono;utilizzo;uguale;FALSE;;
682;32;Sonno immediato;wellbeing/energy saving;azione;bedroom;luci;spegnimento;uguale;TRUE;And;
683;32;Sonno immediato;wellbeing/energy saving;azione;bedroom;finestre;chiusura;uguale;TRUE;;
684;32;Doccia senza pensieri;comfort/health;evento;bathroom;sensori di movimento;rilevazione utente;uguale;TRUE;And;
685;32;Doccia senza pensieri;comfort/health;condizione;bathroom;doccia;utilizzo doccia;uguale;TRUE;;
686;32;Doccia senza pensieri;comfort/health;azione;bathroom;Alexa;accensione musica;uguale;TRUE;And;
687;32;Doccia senza pensieri;comfort/health;azione;bathroom;finestre;apertura;uguale;TRUE;;
688;32;Dal citofono dal bagno;comfort/security;evento;bathroom;sensori di movimento;rilevazione utente;uguale;TRUE;And;
689;32;Dal citofono dal bagno;comfort/security;condizione;outside home;citofono;rilevazione estraneo;uguale;TRUE;And;
690;32;Dal citofono dal bagno;comfort/security;condizione;bathroom;telefono;utilizzo ;uguale;TRUE;;
691;32;Dal citofono dal bagno;comfort/security;azione;bathroom;telefono;rispondere al citofono;uguale;TRUE;And;
692;32;Dal citofono dal bagno;comfort/security;azione;bathroom;telefono;aprire il cancello;uguale;TRUE;;
693;33;Livello Cloro Piscina;health;evento;garden;Misuratore Cloro Piscina;Qualità;Minore;1.0;;
694;33;Livello Cloro Piscina;health;azione;no;Telefono;Notifica;/;"""Controlla il livello del cloro in piscina""";;
695;33;Controllo Ingresso;security;evento;entrance;Citofono;Riconosci impronta digitale;uguale;FALSE;;
696;33;Controllo Ingresso;security;azione;no;Telefono;Notifica;;"""Impronta digitale non riconosciuta""";AND;
697;33;Controllo Ingresso;security;azione;home;Campanello;Suono;uguale;TRUE;;
698;33;Pulizia Wc;health;condizione;bathroom;Rilevatore batteri Wc;Qualità;maggiore;30;;
699;33;Pulizia Wc;health;azione;bathroom;Disinfettate Wc;Pulizia automatica;uguale;ON;;
700;33;Rilevatore Zanzare;comfort;condizione;home;Sensore laser zanzare;Rilevatore Movimento;uguale;TRUE;AND;
701;33;Rilevatore Zanzare;comfort;condizione;home;Sensore di apertura;Rilevatore Apertura;uguale;TRUE;/;
702;33;Rilevatore Zanzare;comfort;azione;home;Insetticida;Erogazione ;uguale;ON;AND;
703;33;Rilevatore Zanzare;comfort;azione;home;Finestra;Apri/Chiudi;uguale;CHIUDI;;
704;33;Controllo Gas;safety;evento;home;Sensore infrarossi;Rilevatore calore umano/animale;uguale;0;;
705;33;Controllo Gas;safety;condizione;kitchen;Controllo apertura Gas;Rilevatore fuga Gas ;uguale;TRUE;/;
706;33;Controllo Gas;safety;azione;kitchen;Caldaia;Apri/Chiudi;uguale;CHIUDI;/;
707;33;Controllo Gas;safety;azione;no;Telefono;Notifica;;"""Rilevata fuga di Gas, Gas chiuso automaticamente""";;
708;33;Allarme Esterno;security;evento;garden;Sensore Movimento;Rilevatore Movimento;uguale;TRUE;;
709;33;Allarme Esterno;security;condizione;no;GPS ;Rilevatore Posizione Utente da ubicazione;maggiore;200mt;OR;
710;33;Allarme Esterno;security;condizione;bedroom;Sensore Letto;Rivelatore Presenza;uguale;TRUE;/;
711;33;Allarme Esterno;security;azione;garden;Luci esterne;ON/OFF;uguale;ON;AND;
712;33;Allarme Esterno;security;azione;home;Allarme;ON/OFF;uguale;ON;;
713;34;1-Animali liberi e sicuri;safety/comfort;evento;outside home;movimento;rilevazione attraversamento ;uguale;TRUE;/;
714;34;1-Animali liberi e sicuri;safety/comfort;azione;no;localizzatore di posizione;accensione;uguale;ON;/;
715;34;2-Allarme intelligente;security;evento;outside home;allarme;inserimento codice ;not;VALID;/;
716;34;2-Allarme intelligente;security;azione;no;telecamera e app telefono;connessione;uguale;TRUE;And;
717;34;2-Allarme intelligente;security;azione;no;telefono;notifica;/;"""Attenzione! Inserzione codice errata!""";;
718;34;3-Illuminazione senza spreco ;energy saving;evento;entrance;porta ingresso casa;apri/chiudi;uguale;CHIUDI;And;
719;34;3-Illuminazione senza spreco ;energy saving;condizione;entrance;sensore della stanza;presenza;uguale;FALSE;/;
720;34;3-Illuminazione senza spreco ;energy saving;azione;entrance;luce;accensione;uguale;OFF;/;
721;34;4-Riscaldamento centralizzato;comfort/wellbeing;condizione ;current room;sensore della stanza;presenza;uguale;TRUE;And;
722;34;4-Riscaldamento centralizzato;comfort/wellbeing;condizione;current room;temperatura;temperatura stanza;minore di;18;;
723;34;4-Riscaldamento centralizzato;comfort/wellbeing;azione;current room;riscaldamento;accensione;uguale;ON;And;
724;34;4-Riscaldamento centralizzato;comfort/wellbeing;azione;current room;termocoperta;accensione;uguale;ON;And;
725;34;4-Riscaldamento centralizzato;comfort/wellbeing;azione;current room;deumidificatore;accensione;uguale;ON;;
726;34;5- Riscaldamento intelligente;energy saving;evento;home;riscaldamento;accensione;uguale;TRUE;And;
727;34;5- Riscaldamento intelligente;energy saving;condizione;no;pannelli solari;temperatura pannelli;maggiore di;40;;
728;34;5- Riscaldamento intelligente;energy saving;azione;no;caldaia;accensione;uguale;OFF;And;
729;34;5- Riscaldamento intelligente;energy saving;azione;no;pannelli solari;accensione;uguale;ON;;
730;34;6-Gestione da remoto;comfort/energy saving;evento;no;funzione su telefono;attivazione;uguale;ON;And;
731;34;6-Gestione da remoto;comfort/energy saving;condizione;no;data e ora;orario ;tra;21.00  e  02.00;And;
732;34;6-Gestione da remoto;comfort/energy saving;condizione;no;meteo;pioggia;uguale;FALSE;;
733;34;6-Gestione da remoto;comfort/energy saving;azione;outside home;irrigatore ;accensione ;uguale;ON;;
734;34;6-Gestione da remoto;comfort/energy saving;azione;outside home;pulizia piscina;attivazione;uguale ;ON;;
