;User;Rule Name;Goal;ECA;Environment;Object/service;Functionality;Operator;Value;Next Operator;Context;Class
550;26;Problemi respiratori;health;evento;bedroom;Withings sensore letto;Withings  indica unalta intensità dei disturbi respiratori;Uguale;Vero ;and;Problemi respiratori mentre si è a letto;user detection
551;26;Problemi respiratori;health;condizione;home;Sensori di rilevamento;Utente a casa da solo;Uguale;Vero ;do;Problemi respiratori mentre si è a letto;presence
552;26;Problemi respiratori;health;azione;home;Cellulare;Chiama il 118 indicando il problema e  la posizione;Uguale;"""Membro della famiglia con problemi respiratori,la posizione di casa è ..""";;Problemi respiratori mentre si è a letto;communication
553;26;Attività di casa da svolgere;organizing;condizione;home;Ora;Se sono passate le 18;Uguale;Vero ;and if;Casa ordinata e pulita;scheduling
554;26;Attività di casa da svolgere;organizing;condizione;home;Lista delle attività da svolgere;Se ci sono ancora attività da svolgere;Uguale;Vero ;do;Casa ordinata e pulita;scheduling
555;26;Attività di casa da svolgere;organizing;azione;home;Alexa notifiche;Alexa invia le attività mancanti ai membri della famiglia;Uguale;"""Ecco l'elenco delle attività mancanti:..""";then do;Casa ordinata e pulita;notification
556;26;Attività di casa da svolgere;organizing;azione;home;Lista delle attività da svolgere;Alexa elimina  le attività una volta eseguite;Uguale;Vero ;;Casa ordinata e pulita;scheduling
557;26;Togliersi le scarpe entrati in casa;comfort;evento;entrance;Porta;L'utente entra a casa;Uguale;Vero ;if;;doors and windows
558;26;Togliersi le scarpe entrati in casa;comfort;condizione;entrance;Scarpe;Indossa le scarpe;Uguale;Vero ;do;;user detection
559;26;Togliersi le scarpe entrati in casa;comfort;azione;entrance;Alexa;Alexa fa partire la suoneria d'avviso;Uguale;Vero ;and;;notification
560;26;Togliersi le scarpe entrati in casa;comfort;azione;entrance;Luce;Si illumina la luce della cassettiera delle scarpe;Uguale;Vero ;;;notification
561;26;Fare i compiti e spegnere i videogiochi;organizing;evento;kid room;Orario;Sono le 15:00;Uguale;Vero ;if;;scheduling
562;26;Fare i compiti e spegnere i videogiochi;organizing;condizione;kid room;Videogame;Marco sta giocando con i videogame;Uguale;Vero ;and if;;device
563;26;Fare i compiti e spegnere i videogiochi;organizing;condizione;kid room;Calendario scolastico;E' un giorno scolastico;Uguale;Vero ;do;;scheduling
564;26;Fare i compiti e spegnere i videogiochi;organizing;azione;kid room;PlayStation;Spegni la PlayStation;Uguale;Vero ;do;;device
565;26;Fare i compiti e spegnere i videogiochi;organizing;azione;kid room;Luce della scrivania;Accendi la luce della scrivania;Uguale;Vero ;;;notification
566;27;Predisponi forno;organizing;Evento;no;Data e ora;Orario;Uguale;19:45;;;scheduling
567;27;Predisponi forno;organizing;Azione;kitchen;Forno;Accendi/Spengi;Uguale;ACCENDI (180°);;;feeding
568;27;Attivazione allarme;security;Condizione;no;Posizione;Posizione utente;Not;Casa;;;presence
569;27;Attivazione allarme;security;Azione;no;Allarme;Attivo/Spento;Uguale;ATTIVO;and;;entrances
570;27;Attivazione allarme;security;Azione;no;Telefono;Messaggio;/;"""Allarme attivo""";;;notification
571;27;Nutrire il cane;comfort;Evento;kitchen;Porta;Entra/Esce;Uguale;ENTRA (piccola taglia);and;;doors and windows
572;27;Nutrire il cane;comfort;Condizione;no;Data e ora;Oario;Tra;12:45-13:00 or 19:45-20:00;;;scheduling
573;27;Nutrire il cane;comfort;Azione;kitchen;Distributore croccantini;Erogare porzione;Uguale;TRUE;;;pets
574;27;Calmare i nervi;comfort/health;Condizione;no;Smartwatch;Battito cardiaco;Maggiore di;100;and;;user detection
575;27;Calmare i nervi;comfort/health;Condizione;no;Smartwatch;Monitoraggio sonno;Minore di;5;;;user detection
576;27;Calmare i nervi;comfort/health;Azione;home;Luci;Regola intensità;Uguale;SOFFUSA;and;;lights
577;27;Calmare i nervi;comfort/health;Azione;living room;Stereo;Accendi/Spengi;Uguale;ACCENDI (musica rilassante);;;device
578;27;Saluto ai nonni;social/safety;Evento;no;Data e ora;Orario;Uguale;0,875;and;;scheduling
579;27;Saluto ai nonni;social/safety;Condizione;no;Telefono;Registro chiamate;Not;CASA NONNI;;;data
580;27;Saluto ai nonni;social/safety;Azione;no;Telefono;Messaggio a;Uguale;"NONNO CELLULARE (""Come state?"")";and (dopo 5 minuti);;notification
581;27;Saluto ai nonni;social/safety;Azione;living room;Televisione;Accendi/Spengi;Uguale;SPENGI;and;;device
582;27;Saluto ai nonni;social/safety;Azione;no;Telefono;Chiamata a;Uguale;CASA NONNI;;;communication
583;27;Vasca pronta;energy saving;Evento;bathroom;Vasca da bagno;Utente apre/chiude rubinetto;Uguale;APRE;and;;hygiene
584;27;Vasca pronta;energy saving;Condizione;bathroom;Vasca da bagno;Riempimento;Uguale;PIENA;and;;hygiene
585;27;Vasca pronta;energy saving;Condizione;no;Posizione;Posizione utente;Not in;Bagno;;;presence
586;27;Vasca pronta;energy saving;Azione;bathroom;Vasca da bagno;Apri/chiudi rubinetto;Uguale;CHIUDI;and;;hygiene
587;27;Vasca pronta;energy saving;Azione;home;Alexa;Notifica vocale;/;"""Vasca piena!""";;;notification
588;28;Macchina del caffè ;comfort;Condizione;kitchen;Acqua ;Rilevato livello;Minore;50cl;/;;feeding
589;28;Macchina del caffè ;comfort;Azione;kitchen;Spia;Accensione;Uguale ;TRUE;;;notification
590;28;Risparmio Bagno ;energy saving;Condizione;bathroom ;Assenza movimento;Durata;Maggiore;10 minuti;;;presence
591;28;Risparmio Bagno ;energy saving;Azione;bathroom ;Ventola;Accensione;Uguale ;OFF;And;;systems
592;28;Risparmio Bagno ;energy saving;Azione;bathroom ;Caldaia ;Accensione;Uguale ;OFF;;;systems
593;28;Luci scale esterne ;comfort ;Condizione;no;Ora;Orario;Tra;18 - 05H;And;;scheduling
594;28;Luci scale esterne ;comfort ;Evento;garden;Peso;Rilevato peso ;Maggiore;10kg;;;presence
595;28;Luci scale esterne ;comfort ;Azione;garden;Luce;Accensione;Uguale;TRUE;;;lights
596;28;Irrigazione ;comfort ;Condizione ;no;Meteo ;Pioggia ;Uguale  ;FALSE;And;;weather
597;28;Irrigazione ;comfort ;Condizione ;garden ;Acqua ;Rilevato livello ;Minore ;2cl ;;;air and humidity
598;28;Irrigazione ;comfort ;Azione ;garden ;Irrigatori ;Accensione;Uguale  ;TRUE;And;;gardening
599;28;Irrigazione ;comfort ;Azione ;no;Telefono ;Notifica ;/ ;"""Attenzione irrigatori giardino in azione""";;;notification
600;28;Contro i cattivi odori ;comfort;Evento;kitchen;Fumo ;Rilevato Fumo ;Uguale ;TRUE;And;;air and humidity
601;28;Contro i cattivi odori ;comfort;Condizione;kitchen;Piano ad induzione;Accensione;Uguale ;TRUE;;;systems
602;28;Contro i cattivi odori ;comfort;Azione;kitchen;Cappa di aspirazione;Accensione;Uguale ;TRUE;And;;hygiene
603;28;Contro i cattivi odori ;comfort;Azione;home ;Profumatore ;Accensione;Uguale ;TRUE;;;hygiene
604;28;Scaldasonno ;comfort ;Evento;living room;Peso;Rileva peso ;Maggiore ;20kg ;And;;user detection
605;28;Scaldasonno ;comfort ;Condizione;no;Data e ora ;Orario ;Uguale ;24H;And;;scheduling
606;28;Scaldasonno ;comfort ;Condizione;no;Temperatura ;Rileva temperatura;Minore o Uguale;5gradi ;;;temperature
607;28;Scaldasonno ;comfort ;Azione;no;Sveglia;Accensione;Uguale ;ON;And;;scheduling
608;28;Scaldasonno ;comfort ;Azione;bedroom;Scaldasonno;Accensione;Uguale ;ON ;;;temperature
609;29;Sveglia;comfort;Evento;bedroom;Sveglia;Suona;uguale;TRUE;;;scheduling
610;29;Sveglia;comfort;Azione;bedroom;Letto;Schienale;uguale;UP;;;smart object
611;29;Sveglia rinforzata;comfort;Evento;bedroom;Sensore Letto;Rilevazione peso;not minore;SOGLIA PREIMPOSTATA;ciclico(ogni 5 minuti c'è controllo);;user detection
612;29;Sveglia rinforzata;comfort;Azione;bedroom;Sveglia;Suona;ogni;5minuti;and;;scheduling
613;29;Sveglia rinforzata;comfort;Azione;bedroom;Letto;Vibrazione;uguale;ON;;;smart object
614;29;Reset schienale;comfort;Evento;bedroom;Sensore Letto;Rilevazione peso;minore ;SOGLIA PREIMPOSTATA;and;;user detection
615;29;Reset schienale;comfort;Condizione;bedroom;Letto;Schienale;uguale;UP;;;smart object
616;29;Reset schienale;comfort;Azione;bedroom;Letto;Schienale;uguale;DOWN;;;smart object
617;29;Auto-disattivazione;comfort;Condizione;bedroom;Sveglia;Impostata;uguale;TRUE;and;;scheduling
618;29;Auto-disattivazione;comfort;Condizione;bedroom;Sensore Letto;Rilevazione peso;minore;SOGLIA PREIMPOSTATA;;;user detection
619;29;Auto-disattivazione;comfort;Azione;bedroom;Sveglia;Accensione;uguale;OFF;;;scheduling
620;29;Riscaldamento;wellbeing;Evento;bedroom;Ora;Ora sveglia;uguale;ORA SVEGLIA - 10 MINUTI;and;;scheduling
621;29;Riscaldamento;wellbeing;Condizione;bedroom;Sensore Letto;Rilevazione peso;maggiore;SOGLIA PREIMPOSTATA;;;user detection
622;29;Riscaldamento;wellbeing;Azione;bedroom;Condizionatore;Accensione;uguale;ON;while(t<T);;temperature
623;29;Riscaldamento;wellbeing;Azione;bedroom;Condizionatore;Accensione;uguale;OFF;;;temperature
624;29;Annulla;comfort;Evento;bedroom;Ora;Ora sveglia;uguale;ORA SVEGLIA + 30 MINUTI;and;;scheduling
625;29;Annulla;comfort;Condizione;bedroom;Sensore Letto;Rilevazione peso;maggiore;SOGLIA PREIMPOSTATA;and;;user detection
626;29;Annulla;comfort;Condizione;bedroom;Letto;Schienale;uguale;UP;;;smart object
627;29;Annulla;comfort;Azione;bedroom;Sveglia;Sveglia;uguale;ON;and;;notification
628;29;Annulla;comfort;Azione;bedroom;Condizionatore;Condizionatore;uguale;OFF;and;;temperature
629;29;Annulla;comfort;Azione;bedroom;Letto;Schienale;uguale;DOWN;;;smart object
630;30;Riposo bambino;wellbeing;Evento;kid room;Sensore del rumore;Rilevazione;Uguale;TRUE;AND;;kids
631;30;Riposo bambino;wellbeing;Azione;kid room;Culla;Movimento;Uguale;TRUE;/;;kids
632;30;Piastra accesa;safety;Evento;bathroom;Sensore del calore;Rilevazione calore anomalo;Uguale;TRUE;AND;;temperature
633;30;Piastra accesa;safety;Azione;no;Piastra;Disattivazione corrente;Uguale;TRUE;AND;;smart object
634;30;Piastra accesa;safety;Azione;no;Telefono;Notifica;Uguale;Hai dimenticato la piastra accesa;;;notification
635;30;Frigo vuoto;organizing;Evento;kitchen;Frigorifero;Rileva mancanza prodotti;Uguale;TRUE;;;smart object
636;30;Frigo vuoto;organizing;Evento;home;Sensore di movimento;Rileva assenza utente;Uguale;TRUE;AND;;presence
637;30;Frigo vuoto;organizing;Azione;outside home;Telefono;Notifica;Uguale;Vai a fare la spesa;;;notification
638;30;Cinema a casa;comfort;Condizione;living room;Orario;Orario;Uguale;21:00;AND;;scheduling
639;30;Cinema a casa;comfort;Condizione;living room;Smart TV;Visione film;Uguale;TRUE;AND;;device
640;30;Cinema a casa;comfort;Azione;living room;Volume;Regolazione audio;Uguale;Volume home theatre;AND;;device
641;30;Cinema a casa;comfort;Azione;living room;Tapparelle;Chiusura;Uguale;Atmosfera soffusa;/;;doors and windows
642;30;Medico a distanza;health;Evento;home;Sensore di movimento;Presenza utente;Uguale;TRUE;/;;presence
643;30;Medico a distanza;health;Condizione;no;sensore Smart Watch ;Rilevazione temperatura;Maggiore o uguale di;37° C;AND;;user detection
644;30;Medico a distanza;health;Azione;no;Telefono;Invia SMS;Uguale;Contattare il medico;AND;;communication
645;30;Medico a distanza;health;Azione;no;Telefono;Invia SMS;Uguale;Comunicare con farmacia;/;;communication
646;30;Festa in giardino;social;Evento;home;Festa;Organizzazione;/;;/;;scheduling
647;30;Festa in giardino;social;Condizione;garden;Data e ora;Orario;Uguale;20:00;AND;;scheduling
648;30;Festa in giardino;social;Condizione;garden;Cancello;Arrivo ospiti;Uguale;TRUE;AND;;entrances
649;30;Festa in giardino;social;Azione;garden;Luci;Accesione;Uguale;TRUE;AND;;lights
650;30;Festa in giardino;social;Azione;garden;Musica;Avvio;Uguale;TRUE;/;;device
651;31;TEMPERATURA BAGNO;comfort;evento;bedroom;ora;orario;uguale;07:00;/;Ogni mattina;scheduling
652;31;TEMPERATURA BAGNO;comfort;azione;bathroom;riscaldamento;impostare una temperatura;uguale;22° C;/;Ogni mattina;temperature
653;31;SVEGLIA;comfort;evento;bedroom;sveglia;accensione;uguale;ON;/;Ogni mattina in cui è impostata una sveglia;scheduling
654;31;SVEGLIA;comfort;azione;bedroom;luce;accensione;sempre maggiore;ON;And;Ogni mattina in cui è impostata una sveglia;lights
655;31;SVEGLIA;comfort;azione;bedroom;tapparelle;apri/chiudi;sempre maggiore;APRI;/;Ogni mattina in cui è impostata una sveglia;doors and windows
656;31;PULIZIA;comfort/wellbeing;condizione;home;sensori di presenza;rilevamento presenza;uguale;FALSE;and;Sempre;entrances
657;31;PULIZIA;comfort/wellbeing;evento;entrance;porta;apri/chiudi;uguale;CHIUSO;/;Sempre;doors and windows
658;31;PULIZIA;comfort/wellbeing;azione;no;robot domestico;pulizia;uguale;ON;/;Sempre;hygiene
659;31;SICUREZZA;security;condizione;home;sensore di presenza;rilevamento presenza;uguale;FALSE;and;Sempre;presence
660;31;SICUREZZA;security;condizione;home;luce;accensione;uguale;OFF;/;Sempre;lights
661;31;SICUREZZA;security;azione;home;antifurto;accensione;uguale;ON;and;Sempre;alarm
662;31;SICUREZZA;security;azione;home;finestre;apri/chiudi;uguale;CHIUSO;/;Sempre;doors and windows
663;31;RELAX;comfort;evento;living room;televisione;accensione;uguale;ON;and;Sempre;device
664;31;RELAX;comfort;condizione;living room;sensore del divano;presenza;uguale;TRUE;/;Sempre;user detection
665;31;RELAX;comfort;azione;living room;luminosità della televisione;modulabilità;adattabile;ON;and;Sempre;device
666;31;RELAX;comfort;azione;living room;cellulare;"""non disturbare""";uguale;ON;/;Sempre;personal device
667;31;INTRATTENIMENTO;comfort;evento;bathroom;movimento;rilevato movimento;uguale;TRUE;and;Ogni mattina;presence
668;31;INTRATTENIMENTO;comfort;condizione;bathroom;ora;orario;minore di;11:00;and;Ogni mattina;scheduling
669;31;INTRATTENIMENTO;comfort;condizione;bathroom;ora;intervallo trascorso;maggiore di;5 minuti;/;Ogni mattina;scheduling
670;31;INTRATTENIMENTO;comfort;azione;bathroom;ventilazione;accensione;uguale;ON;and;Ogni mattina;systems
671;31;INTRATTENIMENTO;comfort;azione;bathroom;alexa;notifiche vocali;/;meteo e notizie;/;Ogni mattina;notification
672;32;Pulizia automatica;comfort;evento;kitchen;sensori di movimento;rilevato movimento da cucina a esterno;uguale;TRUE;/;;presence
673;32;Pulizia automatica;comfort;azione;kitchen;Roomba;accensione;uguale;TRUE;/;;hygiene
674;32;Antincendio;safety;evento;kitchen;sensori di movimento;rilevazione;not;presenza;;;presence
675;32;Antincendio;safety;azione;kitchen;sensori antincendio;attivazione;uguale;TRUE;And;;alarm
676;32;Antincendio;safety;azione;kitchen;piastre;attivazione;uguale;OFF;;;systems
677;32;Dragon Ball;comfort;evento;living room;posizione ;posizione utente;uguale;salotto;And;;presence
678;32;Dragon Ball;comfort;condizione;living room;data e ora;orario;uguale;14:00;;;scheduling
679;32;Dragon Ball;comfort;azione;living room;smart tv;accensione sul canale;uguale;TRUE;;;device
680;32;Sonno immediato;wellbeing/energy saving;condizione;bedroom;sensore del letto;presenza utente;uguale;TRUE;And;;user detection
681;32;Sonno immediato;wellbeing/energy saving;condizione;bedroom;telefono;utilizzo;uguale;FALSE;;;personal device
682;32;Sonno immediato;wellbeing/energy saving;azione;bedroom;luci;spegnimento;uguale;TRUE;And;;lights
683;32;Sonno immediato;wellbeing/energy saving;azione;bedroom;finestre;chiusura;uguale;TRUE;;;doors and windows
684;32;Doccia senza pensieri;comfort/health;evento;bathroom;sensori di movimento;rilevazione utente;uguale;TRUE;And;;presence
685;32;Doccia senza pensieri;comfort/health;condizione;bathroom;doccia;utilizzo doccia;uguale;TRUE;;;hygiene
686;32;Doccia senza pensieri;comfort/health;azione;bathroom;Alexa;accensione musica;uguale;TRUE;And;;device
687;32;Doccia senza pensieri;comfort/health;azione;bathroom;finestre;apertura;uguale;TRUE;;;doors and windows
688;32;Dal citofono dal bagno;comfort/security;evento;bathroom;sensori di movimento;rilevazione utente;uguale;TRUE;And;;presence
689;32;Dal citofono dal bagno;comfort/security;condizione;outside home;citofono;rilevazione estraneo;uguale;TRUE;And;;entrances
690;32;Dal citofono dal bagno;comfort/security;condizione;bathroom;telefono;utilizzo ;uguale;TRUE;;;personal device
691;32;Dal citofono dal bagno;comfort/security;azione;bathroom;telefono;rispondere al citofono;uguale;TRUE;And;;entrances
692;32;Dal citofono dal bagno;comfort/security;azione;bathroom;telefono;aprire il cancello;uguale;TRUE;;;entrances
693;33;Livello Cloro Piscina;health;evento;garden;Misuratore Cloro Piscina;Qualità;Minore;1.0;;;systems
694;33;Livello Cloro Piscina;health;azione;no;Telefono;Notifica;/;"""Controlla il livello del cloro in piscina""";;;notification
695;33;Controllo Ingresso;security;evento;entrance;Citofono;Riconosci impronta digitale;uguale;FALSE;;;entrances
696;33;Controllo Ingresso;security;azione;no;Telefono;Notifica;;"""Impronta digitale non riconosciuta""";AND;;notification
697;33;Controllo Ingresso;security;azione;home;Campanello;Suono;uguale;TRUE;;;notification
698;33;Pulizia Wc;health;condizione;bathroom;Rilevatore batteri Wc;Qualità;maggiore;30;;;hygiene
699;33;Pulizia Wc;health;azione;bathroom;Disinfettate Wc;Pulizia automatica;uguale;ON;;;hygiene
700;33;Rilevatore Zanzare;comfort;condizione;home;Sensore laser zanzare;Rilevatore Movimento;uguale;TRUE;AND;;smart object
701;33;Rilevatore Zanzare;comfort;condizione;home;Sensore di apertura;Rilevatore Apertura;uguale;TRUE;/;;doors and windows
702;33;Rilevatore Zanzare;comfort;azione;home;Insetticida;Erogazione ;uguale;ON;AND;;smart object
703;33;Rilevatore Zanzare;comfort;azione;home;Finestra;Apri/Chiudi;uguale;CHIUDI;;;doors and windows
704;33;Controllo Gas;safety;evento;home;Sensore infrarossi;Rilevatore calore umano/animale;uguale;0;;;user detection
705;33;Controllo Gas;safety;condizione;kitchen;Controllo apertura Gas;Rilevatore fuga Gas ;uguale;TRUE;/;;alarm
706;33;Controllo Gas;safety;azione;kitchen;Caldaia;Apri/Chiudi;uguale;CHIUDI;/;;systems
707;33;Controllo Gas;safety;azione;no;Telefono;Notifica;;"""Rilevata fuga di Gas, Gas chiuso automaticamente""";;;notification
708;33;Allarme Esterno;security;evento;garden;Sensore Movimento;Rilevatore Movimento;uguale;TRUE;;;presence
709;33;Allarme Esterno;security;condizione;no;GPS ;Rilevatore Posizione Utente da ubicazione;maggiore;200mt;OR;;presence
710;33;Allarme Esterno;security;condizione;bedroom;Sensore Letto;Rivelatore Presenza;uguale;TRUE;/;;user detection
711;33;Allarme Esterno;security;azione;garden;Luci esterne;ON/OFF;uguale;ON;AND;;lights
712;33;Allarme Esterno;security;azione;home;Allarme;ON/OFF;uguale;ON;;;alarm
713;34;1-Animali liberi e sicuri;safety/comfort;evento;outside home;movimento;rilevazione attraversamento ;uguale;TRUE;/;;entrances
714;34;1-Animali liberi e sicuri;safety/comfort;azione;no;localizzatore di posizione;accensione;uguale;ON;/;;lights
715;34;2-Allarme intelligente;security;evento;outside home;allarme;inserimento codice ;not;VALID;/;;entrances
716;34;2-Allarme intelligente;security;azione;no;telecamera e app telefono;connessione;uguale;TRUE;And;;notification
717;34;2-Allarme intelligente;security;azione;no;telefono;notifica;/;"""Attenzione! Inserzione codice errata!""";;;notification
718;34;3-Illuminazione senza spreco ;energy saving;evento;entrance;porta ingresso casa;apri/chiudi;uguale;CHIUDI;And;;doors and windows
719;34;3-Illuminazione senza spreco ;energy saving;condizione;entrance;sensore della stanza;presenza;uguale;FALSE;/;;presence
720;34;3-Illuminazione senza spreco ;energy saving;azione;entrance;luce;accensione;uguale;OFF;/;;lights
721;34;4-Riscaldamento centralizzato;comfort/wellbeing;condizione ;current room;sensore della stanza;presenza;uguale;TRUE;And;;presence
722;34;4-Riscaldamento centralizzato;comfort/wellbeing;condizione;current room;temperatura;temperatura stanza;minore di;18;;;temperature
723;34;4-Riscaldamento centralizzato;comfort/wellbeing;azione;current room;riscaldamento;accensione;uguale;ON;And;;temperature
724;34;4-Riscaldamento centralizzato;comfort/wellbeing;azione;current room;termocoperta;accensione;uguale;ON;And;;temperature
725;34;4-Riscaldamento centralizzato;comfort/wellbeing;azione;current room;deumidificatore;accensione;uguale;ON;;;air and humidity
726;34;5- Riscaldamento intelligente;energy saving;evento;home;riscaldamento;accensione;uguale;TRUE;And;;temperature
727;34;5- Riscaldamento intelligente;energy saving;condizione;no;pannelli solari;temperatura pannelli;maggiore di;40;;;systems
728;34;5- Riscaldamento intelligente;energy saving;azione;no;caldaia;accensione;uguale;OFF;And;;systems
729;34;5- Riscaldamento intelligente;energy saving;azione;no;pannelli solari;accensione;uguale;ON;;;systems
730;34;6-Gestione da remoto;comfort/energy saving;evento;no;funzione su telefono;attivazione;uguale;ON;And;;data
731;34;6-Gestione da remoto;comfort/energy saving;condizione;no;data e ora;orario ;tra;21.00  e  02.00;And;;scheduling
732;34;6-Gestione da remoto;comfort/energy saving;condizione;no;meteo;pioggia;uguale;FALSE;;;weather
733;34;6-Gestione da remoto;comfort/energy saving;azione;outside home;irrigatore ;accensione ;uguale;ON;;;gardening
734;34;6-Gestione da remoto;comfort/energy saving;azione;outside home;pulizia piscina;attivazione;uguale ;ON;;;systems
